#separator:Tab
#html:true
#columns:ID	Front	Back	Explanation	Tags
#tags column:5
"clf-c02-2026-08-28-072"	"Does creating an AWS Budget automatically impose a hard spending cap?"	"No. Budgets monitor thresholds and notify; optional budget actions must be configured separately."	"Resources keep running by default after a budget threshold is crossed.<br><strong>Example:</strong> Crossing an $500 Budget threshold sends an alert, but the running EC2 instances continue unless a separate budget action is configured."	"CLF-C02 Billing, Pricing, and Support day::2026-08-28 chat::2026-08-28_-_Chat_2_—_IAM,_CloudFront_&_Monitoring type::recall topic::Cost_management topic::Budgets"
"clf-c02-2026-08-28-073"	"When should AWS Budgets be used instead of AWS Cost Explorer?"	"Use Budgets for thresholds, alerts, and optional actions; use Cost Explorer to analyze and visualize cost and usage trends."	"One watches against a target; the other supports investigation and analysis.<br><strong>Example:</strong> Use Cost Explorer to discover last month’s increase, then create an AWS Budget to alert when next month’s forecast reaches $500."	"CLF-C02 Billing, Pricing, and Support day::2026-08-28 chat::2026-08-28_-_Chat_2_—_IAM,_CloudFront_&_Monitoring type::comparison topic::Cost_management"
"clf-c02-2026-08-28-074"	"Distinguish CloudWatch from AWS Budgets."	"CloudWatch monitors operational telemetry; AWS Budgets tracks cost or usage against financial or consumption thresholds."	"Both can alert, but they observe different data and answer different questions.<br><strong>Example:</strong> CloudWatch alarms when application latency rises; AWS Budgets alerts when forecasted monthly spending crosses a financial threshold."	"CLF-C02 Billing, Pricing, and Support day::2026-08-28 chat::2026-08-28_-_Chat_2_—_IAM,_CloudFront_&_Monitoring type::comparison topic::Monitoring topic::Cost_management"
"clf-c02-2026-08-28-075"	"A short-term, irregular EC2 workload cannot be interrupted and has no predictable long-term baseline. Which pricing model fits?"	"On-Demand Instances. They require no long-term commitment and are billed for the capacity used."	"On-Demand requires no long-term commitment and suits irregular non-interruptible use.<br><strong>Example:</strong> A temporary test server runs for two days with no commitment and is then terminated."	"CLF-C02 Billing, Pricing, and Support day::2026-08-28 chat::2026-08-28_-_Chat_7_—_Compute,_Containers,_HPC_&_Storage type::scenario topic::EC2_pricing topic::On-Demand"
"clf-c02-2026-08-28-076"	"A fault-tolerant batch workload can handle interruption and should minimize EC2 cost. Which capacity fits?"	"EC2 Spot Instances. They use discounted spare capacity but must tolerate possible interruption."	"Spot uses spare capacity at a large discount but can be interrupted.<br><strong>Example:</strong> A rendering job saves checkpoints so it can resume elsewhere if AWS interrupts its discounted Spot instance."	"CLF-C02 Billing, Pricing, and Support day::2026-08-28 chat::2026-08-28_-_Chat_7_—_Compute,_Containers,_HPC_&_Storage type::scenario topic::EC2_pricing topic::Spot"
"clf-c02-2026-08-28-077"	"What commitment is exchanged for Savings Plans discounts?"	"A consistent amount of eligible compute usage, measured in dollars per hour, for one or three years."	"Savings Plans are more flexible than EC2 Reserved Instances across eligible compute usage.<br><strong>Example:</strong> A company commits to a predictable hourly amount of compute usage for one year to receive lower prices."	"CLF-C02 Billing, Pricing, and Support day::2026-08-28 chat::2026-08-28_-_Chat_7_—_Compute,_Containers,_HPC_&_Storage type::recall topic::Pricing_models topic::Savings_Plans"
"clf-c02-2026-08-28-078"	"Are EC2 Reserved Instances separate physical servers?"	"No. They are a billing discount applied to matching On-Demand usage; some zonal RIs also provide a capacity-reservation benefit."	"The term describes a pricing benefit, not a special instance object running by itself.<br><strong>Example:</strong> A running matching EC2 instance receives an RI billing discount; purchasing the RI did not create or dedicate that server."	"CLF-C02 Billing, Pricing, and Support day::2026-08-28 chat::2026-08-28_-_Chat_7_—_Compute,_Containers,_HPC_&_Storage type::recall topic::Pricing_models topic::Reserved_Instances"
"clf-c02-2026-08-28-079"	"How does a container differ from a virtual machine?"	"A container shares a host OS kernel, while a virtual machine includes a guest OS on virtualized hardware."	"Containers are typically lighter and start faster; VMs provide a separate guest OS boundary.<br><strong>Example:</strong> Several containers share one host kernel, while each virtual machine boots and maintains its own guest operating system."	"CLF-C02 Cloud Concepts day::2026-08-28 chat::2026-08-28_-_Chat_7_—_Compute,_Containers,_HPC_&_Storage type::comparison topic::Compute_models topic::Containers"
"clf-c02-2026-08-28-080"	"Is a cluster itself an orchestrator?"	"No. A cluster is a logical grouping or capacity boundary; ECS or EKS provides orchestration."	"Scaling capacity and distributing traffic are handled by services such as Auto Scaling and Elastic Load Balancing, not by the word “cluster” itself.<br><strong>Example:</strong> A group of EC2 capacity forms a cluster, but ECS or Kubernetes decides where the containers should run."	"CLF-C02 Cloud Technology and Services day::2026-08-28 chat::2026-08-28_-_Chat_7_—_Compute,_Containers,_HPC_&_Storage type::recall topic::Containers topic::Clusters"
"clf-c02-2026-08-28-081"	"Distinguish ECS, EKS, and Fargate."	"ECS is AWS container orchestration, EKS is managed Kubernetes, and Fargate provides serverless compute capacity for supported ECS or EKS workloads."	"Fargate is a compute option, not a third competing orchestrator.<br><strong>Example:</strong> Use ECS for AWS-native orchestration, EKS for Kubernetes compatibility, and Fargate with either when you do not want to manage worker servers."	"CLF-C02 Cloud Technology and Services day::2026-08-28 chat::2026-08-28_-_Chat_7_—_Compute,_Containers,_HPC_&_Storage type::comparison topic::Containers topic::Serverless"
"clf-c02-2026-08-28-082"	"Which AWS service stores private container images for later deployment?"	"Amazon Elastic Container Registry (Amazon ECR). It securely stores container images that ECS or EKS can later deploy."	"ECR is a managed container image registry integrated with AWS container services.<br><strong>Example:</strong> A CI pipeline pushes version 2.0 of an image to ECR, and an ECS service later pulls that image for deployment."	"CLF-C02 Cloud Technology and Services day::2026-08-28 chat::2026-08-28_-_Chat_7_—_Compute,_Containers,_HPC_&_Storage type::scenario topic::Containers topic::Registries"
"clf-c02-2026-08-28-083"	"Developers want to upload web application code while AWS provisions load balancing, scaling, and health monitoring. Which service fits?"	"AWS Elastic Beanstalk. It deploys application code while managing resources such as compute, scaling, and load balancing."	"Beanstalk orchestrates underlying AWS resources while the team retains visibility and control of them.<br><strong>Example:</strong> Developers upload a web application, and Beanstalk creates and monitors the EC2, scaling, and load-balancing environment."	"CLF-C02 Cloud Technology and Services day::2026-08-28 chat::2026-08-28_-_Chat_7_—_Compute,_Containers,_HPC_&_Storage type::scenario topic::Application_deployment topic::Managed_platforms"
"clf-c02-2026-08-28-084"	"A small business wants a simple bundled VPS with predictable monthly pricing for a basic website. Which service fits?"	"Amazon Lightsail. It combines common cloud resources into a simplified bundle with predictable pricing."	"Lightsail packages simplified compute, storage, networking, and plans for straightforward workloads.<br><strong>Example:</strong> A small company launches a basic website using a bundle that includes a virtual server, storage, and transfer allowance."	"CLF-C02 Cloud Technology and Services day::2026-08-28 chat::2026-08-28_-_Chat_7_—_Compute,_Containers,_HPC_&_Storage type::scenario topic::Compute topic::Simple_hosting"
"clf-c02-2026-08-28-085"	"When should Lightsail be chosen instead of Elastic Beanstalk?"	"Choose Lightsail for a simple bundled VPS and predictable plan; choose Beanstalk for code-centric deployment on scalable standard AWS resources."	"Both simplify deployment, but their abstraction and scaling models differ.<br><strong>Example:</strong> A basic company website may use a fixed Lightsail bundle; a web application needing configurable autoscaling and load balancing may use Beanstalk."	"CLF-C02 Cloud Technology and Services day::2026-08-28 chat::2026-08-28_-_Chat_7_—_Compute,_Containers,_HPC_&_Storage type::comparison topic::Application_deployment"
"clf-c02-2026-08-28-086"	"Which service schedules batch jobs and provisions supported compute environments to run them?"	"AWS Batch. It schedules batch jobs and provisions the supported compute capacity needed to run them."	"AWS Batch is designed for queued batch workloads and can use Spot capacity when interruptions are acceptable.<br><strong>Example:</strong> A nightly scientific workload submits thousands of jobs, and AWS Batch schedules them onto suitable compute capacity."	"CLF-C02 Cloud Technology and Services day::2026-08-28 chat::2026-08-28_-_Chat_7_—_Compute,_Containers,_HPC_&_Storage type::scenario topic::Batch_computing"
"clf-c02-2026-08-28-087"	"A company wants utilization-based rightsizing recommendations without automatically changing resources. Which service fits?"	"AWS Compute Optimizer. It analyzes utilization and recommends better-sized resources without changing them automatically."	"Compute Optimizer analyzes metrics and configurations to produce recommendations; the customer decides whether to apply them.<br><strong>Example:</strong> Compute Optimizer notices a lightly used EC2 instance and recommends a smaller type; the owner decides whether to change it."	"CLF-C02 Billing, Pricing, and Support day::2026-08-28 chat::2026-08-28_-_Chat_7_—_Compute,_Containers,_HPC_&_Storage type::scenario topic::Cost_optimization topic::Rightsizing"
"clf-c02-2026-08-28-088"	"What is the AWS Nitro System’s role in modern EC2?"	"It uses dedicated hardware and a lightweight hypervisor architecture to offload and isolate many networking, storage, management, and security functions."	"Nitro reduces virtualization overhead and enables capabilities such as EC2 bare metal integration.<br><strong>Example:</strong> Nitro hardware offloads networking and storage tasks so more of the host resources can serve EC2 workloads securely."	"CLF-C02 Cloud Technology and Services day::2026-08-28 chat::2026-08-28_-_Chat_7_—_Compute,_Containers,_HPC_&_Storage type::recall topic::Compute_architecture topic::Virtualization"
